subject,subject,location,country,measure,measure,frequency,frequency,time,time,unit code,unit,powercode code,powercode,reference period code,reference period,value,flag codes,flags
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2009-Q1,Q1-2009,PC,Percentage,0,Units,,,-4.606337798105191,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2009-Q2,Q2-2009,PC,Percentage,0,Units,,,-2.53424657534247,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2009-Q3,Q3-2009,PC,Percentage,0,Units,,,3.72452565003514,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2009-Q4,Q4-2009,PC,Percentage,0,Units,,,1.45663956639567,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2010-Q1,Q1-2010,PC,Percentage,0,Units,,,4.40734557595996,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2010-Q2,Q2-2010,PC,Percentage,0,Units,,,1.72689478733606,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2010-Q3,Q3-2010,PC,Percentage,0,Units,,,-2.82929896259036,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2010-Q4,Q4-2010,PC,Percentage,0,Units,,,3.49401488191522,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2011-Q1,Q1-2011,PC,Percentage,0,Units,,,-0.34385745545482693,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2011-Q2,Q2-2011,PC,Percentage,0,Units,,,-2.6348808030112902,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2011-Q3,Q3-2011,PC,Percentage,0,Units,,,1.96520618556698,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2011-Q4,Q4-2011,PC,Percentage,0,Units,,,-2.87519747235385,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2012-Q1,Q1-2012,PC,Percentage,0,Units,,,2.0169160702667703,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2012-Q2,Q2-2012,PC,Percentage,0,Units,,,1.2755102040816102,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2012-Q3,Q3-2012,PC,Percentage,0,Units,,,-3.1801007556675,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2012-Q4,Q4-2012,PC,Percentage,0,Units,,,0.39024390243903,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2013-Q1,Q1-2013,PC,Percentage,0,Units,,,2.6239067055393503,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2013-Q2,Q2-2013,PC,Percentage,0,Units,,,0.252525252525249,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2013-Q3,Q3-2013,PC,Percentage,0,Units,,,-2.8337531486146097,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2013-Q4,Q4-2013,PC,Percentage,0,Units,,,0.777705767984456,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2014-Q1,Q1-2014,PC,Percentage,0,Units,,,-3.53697749196144,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2014-Q2,Q2-2014,PC,Percentage,0,Units,,,3.26666666666669,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2014-Q3,Q3-2014,PC,Percentage,0,Units,,,-0.9038089089735291,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2014-Q4,Q4-2014,PC,Percentage,0,Units,,,-1.7263843648208401,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2015-Q1,Q1-2015,PC,Percentage,0,Units,,,1.8230029830958,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2015-Q2,Q2-2015,PC,Percentage,0,Units,,,-3.25520833333335,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2015-Q3,Q3-2015,PC,Percentage,0,Units,,,-0.370121130551814,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2015-Q4,Q4-2015,PC,Percentage,0,Units,,,1.45221209050993,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2016-Q1,Q1-2016,PC,Percentage,0,Units,,,1.46471371504664,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2016-Q2,Q2-2016,PC,Percentage,0,Units,,,-0.0656167979002779,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2016-Q3,Q3-2016,PC,Percentage,0,Units,,,-1.7728168089297398,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2016-Q4,Q4-2016,PC,Percentage,0,Units,,,2.77406417112299,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2017-Q1,Q1-2017,PC,Percentage,0,Units,,,0.16260162601627698,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2017-Q2,Q2-2017,PC,Percentage,0,Units,,,-0.876623376623388,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2017-Q3,Q3-2017,PC,Percentage,0,Units,,,0.22928267278088196,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2017-Q4,Q4-2017,PC,Percentage,0,Units,,,2.3529411764705497,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2018-Q1,Q1-2018,PC,Percentage,0,Units,,,0.574712643678169,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2018-Q2,Q2-2018,PC,Percentage,0,Units,,,-1.6190476190476,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2018-Q3,Q3-2018,PC,Percentage,0,Units,,,-0.8389803162310459,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2018-Q4,Q4-2018,PC,Percentage,0,Units,,,0.0650829808005143,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2019-Q1,Q1-2019,PC,Percentage,0,Units,,,0.910569105691033,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2019-Q2,Q2-2019,PC,Percentage,0,Units,,,-1.1923944569771001,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2019-Q3,Q3-2019,PC,Percentage,0,Units,,,0.0326157860404513,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2019-Q4,Q4-2019,PC,Percentage,0,Units,,,-0.619497880665139,,
PRINTO01,"Industrial production, s.a.",NLD,Netherlands,GP,Growth previous period,Q,Quarterly,2020-Q1,Q1-2020,PC,Percentage,0,Units,,,0.393700787401558,,
